chi2,mass,radii,mdot,velocity,ID
48.846997,17.6,80.3,1.56E-05,1006.95326,1686
48.866917,28.8,100.9,1.83E-05,907.2091583,1687
48.889967,17.6,79.1,1.24E-05,755.9020311,1688
48.894104,19.4,80.4,1.83E-05,812.7343318,1689
48.917489,30.1,90.2,1.72E-05,978.8792833,1690
48.943188,17.5,74.7,9.00E-06,349,1691
48.960181,17.5,75.3,2.40E-05,1428,1692
49.022551,17.6,82.4,1.90E-05,807,1693
49.035198,17.5,74.7,1.90E-05,1400,1694
49.064268,19.3,72.6,1.11E-05,611.3534025,1695
49.086374,19.3,72,1.04E-05,603.4936042,1696
49.105146,17.6,77.9,9.86E-06,496.5953958,1697
49.113946,17.5,74.4,1.92E-05,1445.316784,1698
49.126035,17.5,75.5,1.83E-05,862.5927374,1699
49.135618,17.6,82.4,1.40E-05,616,1700
49.193169,17.6,82.4,2.80E-05,1790,1701
49.226139,17.5,75.3,8.60E-06,353,1702
49.232335,19.6,114.4,2.75E-05,1421.271081,1703
49.243302,19.2,65.9,1.75E-05,1077.410904,1704
49.24841,17.6,84.4,2.80E-05,1521,1705
49.288727,17.5,74.4,1.00E-05,527,1706
49.310855,17.5,72.5,1.70E-05,1225,1707
49.322802,17.6,83,2.58E-05,1550.083319,1708
49.341594,17.5,74.7,1.70E-05,959,1709
49.354523,17.5,74.7,2.40E-05,1665,1710
49.3577,17.6,78.8,2.51E-05,1324.128915,1711
49.397592,17.5,74.7,2.40E-05,1407,1712
49.398483,19.6,114.4,2.93E-05,1616.68751,1713
49.441771,19.4,80.1,9.67E-06,406.1551706,1714
49.448212,17.6,80.8,2.60E-05,1555,1715
49.452771,29.3,105.7,2.56E-05,1092.547362,1716
49.502691,17.6,82.4,2.80E-05,1503,1717
49.544811,17.6,80.3,2.00E-05,1028,1718
49.562531,17.5,74.7,2.20E-05,1579,1719
49.578173,17.6,83,2.00E-05,947,1720
49.640135,17.5,76.4,1.15E-05,684.2616478,1721
49.646215,17.6,80.8,2.50E-05,1421,1722
49.726723,19.1,62.6,1.46E-05,1205.458147,1723
49.730481,17.5,75.3,1.90E-05,890,1724
49.735645,30.1,90.2,1.60E-05,873.740485,1725
49.741117,19.1,59.3,8.01E-06,370.0472198,1726
49.750655,17.6,78.2,1.80E-05,919,1727
49.822515,17.5,74.7,1.60E-05,1195,1728
49.826157,17.5,74.7,2.40E-05,1463,1729
49.858279,19.3,76.7,1.61E-05,1043.107643,1730
49.916336,17.6,81.9,2.50E-05,1456,1731
49.979233,17.6,84.9,1.26E-05,633.8831322,1732
49.997056,17.6,83,2.50E-05,1673,1733
49.99792,17.5,74.4,2.20E-05,1197,1734
49.999558,17.6,78.2,2.32E-05,1484.918978,1735
50.077986,17.6,81.6,2.60E-05,1508,1736
50.082605,17.6,80.8,1.00E-05,419,1737
50.097134,17.6,78.2,2.46E-05,1682.309827,1738
50.105198,17.5,75.3,1.08E-05,509.8684255,1739
50.106412,19.1,63,7.36E-06,411.7136576,1740
50.130654,17.6,78.8,1.00E-05,484,1741
50.134671,17.5,74.4,2.30E-05,1508,1742
50.142012,17.5,72.5,1.70E-05,1263,1743
50.143867,17.5,75.3,2.29E-05,1628.993895,1744
50.156273,17.5,73.8,1.10E-05,451,1745
50.165922,17.5,73.8,2.60E-05,1881,1746
50.173451,17.6,81.6,2.60E-05,1693,1747
50.176395,17.5,74.7,2.05E-05,1543.041834,1748
50.177955,17.5,74.4,1.20E-05,725,1749
50.179017,17.6,84.4,2.50E-05,1266,1750
50.185935,17.6,81.6,9.60E-06,409,1751
50.19995,17.5,73.4,9.40E-06,390,1752
50.220143,17.6,83.2,2.10E-05,889,1753
50.235339,17.5,74.4,1.20E-05,759,1754
50.283118,17.6,78.2,2.00E-05,1383,1755
50.291746,17.6,79.7,3.06E-05,1849.110506,1756
50.295663,19.4,77.5,1.27E-05,478.1948776,1757
50.330424,17.5,75.3,1.00E-05,502,1758
50.354564,17.5,74.7,2.60E-05,1944,1759
50.358295,17.6,82.4,1.40E-05,494,1760
50.368613,17.6,80.8,2.60E-05,1545,1761
50.37435,19.1,59.4,1.12E-05,692.297647,1762
50.398688,17.6,78.8,1.12E-05,637.6286937,1763
50.413107,19.4,78.9,1.04E-05,455.7332767,1764
50.415071,17.5,74.7,1.80E-05,1298,1765
50.444806,17.6,80.8,2.70E-05,1548,1766
50.44501,19.4,80.4,2.10E-05,1225,1767
50.472514,17.5,73.8,1.80E-05,1364,1768
50.477831,17.6,84.4,1.10E-05,460,1769
50.564364,17.6,77.3,2.45E-05,1729.946765,1770
50.582538,19.4,77.5,1.89E-05,1247.483582,1771
50.586506,17.6,80.3,2.40E-05,1359,1772
50.654418,17.6,80.8,2.20E-05,1517,1773
50.686794,19.1,64.2,2.11E-05,1455.743491,1774
50.699659,17.6,78.2,2.00E-05,1449,1775
50.705747,17.5,73.8,1.30E-05,914,1776
50.721451,19.1,61.6,1.64E-05,1255.996259,1777
50.736923,17.6,83,1.20E-05,439,1778
50.760067,17.5,74.7,2.60E-05,1870,1779
50.818407,17.5,74.4,1.70E-05,887,1780
50.844512,19.4,80.4,2.00E-05,1232,1781
50.856365,17.5,74.7,1.30E-05,899,1782
50.892018,19.4,80.4,2.30E-05,1222,1783
50.934414,19.1,63.3,1.50E-05,1093.709809,1784
50.940572,17.6,83.2,1.80E-05,974,1785
50.944075,17.5,73.4,2.77E-05,1908.393975,1786
50.950884,17.5,75,2.49E-05,1903.218294,1787
50.971066,17.5,75.3,2.30E-05,1673,1788
51.057404,17.6,81.9,1.20E-05,462,1789
51.093311,17.5,74.7,1.70E-05,1045,1790
51.108755,19.1,60.9,8.67E-06,340.3294016,1791
51.127415,17.6,83.2,2.71E-05,1589.340477,1792
51.136687,17.5,75.3,2.30E-05,1324,1793
51.155682,17.6,80.8,1.00E-05,408,1794
51.177498,17.6,80.8,2.40E-05,1225,1795
51.200602,19.3,74.1,1.30E-05,576.8140135,1796
51.215813,17.5,75.3,1.30E-05,650,1797
51.224054,17.6,81.3,2.62E-05,1500.63689,1798
51.247674,17.6,84.9,1.30E-05,508,1799
51.269508,19.4,81.1,2.73E-05,1520.33897,1800
51.309546,17.5,75.3,1.70E-05,997,1801
51.353463,17.5,73.4,1.40E-05,1025,1802
51.361418,19.1,62.2,1.46E-05,1178.352396,1803
51.362934,17.5,74.4,1.60E-05,1089,1804
51.392693,19.3,75.9,1.64E-05,797.7398226,1805
51.420502,17.5,75.3,1.80E-05,988,1806
51.421996,17.5,76.7,1.10E-05,633.5657233,1807
51.422415,17.5,75.3,1.10E-05,650,1808
51.439406,17.6,80.3,1.36E-05,827.9419558,1809
51.447743,21,108.6,2.88E-05,1565.089791,1810
51.451291,17.6,83,2.70E-05,1773,1811
51.456507,17.5,73.4,1.30E-05,883,1812
51.462135,17.5,73.4,1.10E-05,699,1813
51.465304,19.3,70.7,2.10E-05,1405.910097,1814
51.465691,19.1,62.2,9.67E-06,684.3783289,1815
51.479071,17.5,74.4,2.60E-05,1947,1816
51.496491,17.5,75,2.30E-05,1231,1817
51.513542,17.6,83,1.40E-05,521,1818
51.535831,17.5,75.3,2.50E-05,1419,1819
51.61719,19.3,72.2,1.04E-05,372.6390968,1820
51.635046,19.2,64.7,1.65E-05,1170.450537,1821
51.635686,17.6,84.4,1.10E-05,494,1822
51.640282,17.5,73.8,1.40E-05,1027,1823
51.660119,17.5,75,8.70E-06,336,1824
51.665204,17.6,83.5,2.84E-05,1693.88555,1825
51.670968,17.6,79.1,2.02E-05,1424.371804,1826
51.678449,17.5,74.7,1.20E-05,840,1827
51.711376,17.5,73.8,2.60E-05,1726,1828
51.724015,19.3,70.7,1.04E-05,422.981189,1829
51.744107,19.2,68.3,1.68E-05,1205.007459,1830
51.751951,17.5,74.4,2.30E-05,1286,1831
51.785878,17.6,80.3,2.80E-05,1949,1832
51.792557,17.6,83,1.20E-05,641,1833
51.830003,17.5,74.4,2.00E-05,1507,1834
51.849381,17.6,78.2,1.90E-05,971,1835
51.898914,17.5,75.3,8.80E-06,378,1836
51.90797,17.5,74.7,1.50E-05,931,1837
51.934315,17.5,74.7,1.00E-05,443,1838
51.93623,17.5,74.7,2.40E-05,1529,1839
51.948251,17.6,78.2,1.90E-05,1088,1840
51.996919,17.5,76.4,1.20E-05,738,1841
51.998617,19.2,64.7,1.34E-05,1045.082671,1842
52.01229,17.6,83,2.30E-05,1484,1843
52.061086,17.5,73.8,1.40E-05,706,1844
52.093463,17.6,80.3,2.50E-05,1624,1845
52.111019,17.6,81.9,1.50E-05,666,1846
52.111998,19.4,78.3,1.10E-05,320.2938347,1847
52.113743,17.6,84.4,1.10E-05,489,1848
52.120958,17.6,82.4,2.30E-05,1175,1849
52.131281,17.5,75,2.70E-05,1644,1850
52.14449,17.6,80.3,1.10E-05,585,1851
52.171256,19.1,64.1,1.08E-05,804.3526256,1852
52.211037,17.6,78.8,3.00E-05,1783,1853
52.214031,17.6,80.8,1.00E-05,490,1854
52.252303,17.5,76.1,2.72E-05,1720.74112,1855
52.260766,17.6,83,1.20E-05,704,1856
52.263869,19.4,80.4,1.46E-05,798.0269479,1857
52.290332,19.3,74.4,1.92E-05,1281.208818,1858
52.329988,17.5,75.3,1.51E-05,1077.415034,1859
52.334889,17.6,84.6,2.67E-05,1408.648941,1860
52.341948,17.5,72.8,1.62E-05,1224.380812,1861
52.343878,19.4,80.4,2.29E-05,1467.727927,1862
52.370523,17.6,78.2,2.20E-05,1120,1863
52.390963,17.5,72.5,1.70E-05,953,1864
52.397127,17.5,73.4,1.10E-05,491,1865
52.414203,19.3,76.4,1.55E-05,591.3636825,1866
52.445047,19.2,65.6,1.02E-05,493.0035696,1867
52.468002,17.6,81.9,2.60E-05,1529,1868
52.492106,28.9,102.3,3.31E-05,1587.238012,1869
52.492367,17.6,83,1.40E-05,619,1870
52.493939,17.5,74.7,1.80E-05,1072,1871
52.507969,17.6,83,2.90E-05,1714,1872
52.540724,17.5,74.1,1.47E-05,1021.372377,1873
52.570582,17.5,73.8,2.40E-05,1722,1874
52.588523,17.5,75.8,1.01E-05,343.976725,1875
52.631213,17.5,74.4,1.30E-05,804,1876
52.637739,19.4,77.7,1.70E-05,795,1877
52.643512,17.6,80.8,1.20E-05,447,1878
52.718547,17.6,78.8,2.30E-05,1283,1879
52.731139,19.1,61.3,1.48E-05,977.1873097,1880
52.745307,17.6,78.2,9.60E-06,403,1881
52.793091,17.6,81.9,1.00E-05,402,1882
52.831402,17.6,80.3,2.30E-05,1162,1883
52.832569,17.6,78.8,2.90E-05,1816,1884
52.854872,17.5,73.4,1.30E-05,901,1885
52.854981,19.4,80.7,1.63E-05,648.2931983,1886
52.876284,19.3,72,1.72E-05,1202.676834,1887
52.889959,17.6,80.8,1.50E-05,648,1888
52.894934,17.6,78.2,2.50E-05,1374,1889
52.895995,17.5,73.4,1.07E-05,600.6345276,1890
52.898792,17.6,84.4,1.63E-05,721.0676433,1891
52.958976,17.5,75.3,1.19E-05,664.3817649,1892
53.005762,17.5,73.4,1.80E-05,894,1893
53.006336,28.9,102.3,3.60E-05,1939.795664,1894
53.047156,19.3,76.7,9.83E-06,395.8151271,1895
53.061814,17.6,84.6,3.11E-05,1795.005493,1896
53.109261,17.6,79.1,2.97E-05,1768.241684,1897
53.121528,17.5,72.5,2.60E-05,1873,1898
53.130052,17.6,81.3,9.52E-06,365.3638793,1899
53.180934,17.5,74.7,2.84E-05,1893.570308,1900
53.186825,17.5,74.4,1.10E-05,531,1901
53.282109,17.5,73.8,2.50E-05,1703,1902
53.322465,19.2,68.6,2.06E-05,1522.726908,1903
53.357091,17.5,73.4,2.28E-05,1661.86029,1904
53.36976,17.5,76.7,9.55E-06,484.6082942,1905
53.381798,17.6,80.3,1.10E-05,572,1906
53.399707,17.6,78.8,8.90E-06,338,1907
53.40214,17.6,82.4,1.71E-05,707.3584342,1908
53.408445,17.5,74.7,1.40E-05,1000,1909
53.410454,17.5,75.3,2.40E-05,1795.369991,1910
53.484003,17.6,84.9,1.30E-05,544,1911
53.50778,17.6,80.8,1.47E-05,946.0008247,1912
53.524146,19.1,63.9,2.10E-05,1701.151586,1913
53.600824,17.5,74.4,2.20E-05,1312,1914
53.631269,17.6,82.2,2.40E-05,1590,1915
53.707533,19.4,80.4,1.80E-05,1092,1916
53.721118,17.6,78.2,2.60E-05,1487,1917
53.757562,19.3,73.6,2.25E-05,1481.495455,1918
53.759495,17.6,84.4,1.90E-05,846,1919
53.82196,17.6,84.9,2.34E-05,1414.395326,1920
53.824663,17.6,84.9,1.00E-05,390,1921
53.843359,17.6,83,2.40E-05,1527,1922
53.853467,17.5,75.3,8.40E-06,323,1923
53.867586,19.3,71.8,9.63E-06,489.5606935,1924
53.92868,17.5,75,8.50E-06,346,1925
53.933496,19.4,77.7,2.40E-05,1453,1926
53.939948,19.1,60.8,1.06E-05,847.9620943,1927
53.944791,17.5,75.3,2.10E-05,1534,1928
53.949347,17.6,83,2.70E-05,1521,1929
53.995686,17.6,83.2,2.50E-05,1598,1930
54.008255,19.3,72,1.60E-05,987.469702,1931
54.022006,17.5,74.7,1.70E-05,900,1932
54.095364,18.6,114,3.58E-05,1823.938294,1933
54.113028,19.4,80.4,2.00E-05,1031,1934
54.120583,17.5,74.1,2.38E-05,1848.010199,1935
54.126202,19.4,80.1,2.09E-05,1009.831763,1936
54.132481,17.5,73.4,1.90E-05,1099,1937
54.161725,17.6,83,2.68E-05,1492.002132,1938
54.169078,17.5,75.3,2.53E-05,1586.181788,1939
54.176966,17.5,73.4,8.50E-06,309,1940
54.228325,17.6,80.8,1.30E-05,693,1941
54.229078,17.5,73.4,2.00E-05,1505,1942
54.259541,17.6,80.8,2.40E-05,1181,1943
54.263118,19.2,69.1,1.64E-05,922.5835684,1944
54.281483,17.6,83,2.50E-05,1652,1945
54.314765,17.5,76.4,2.30E-05,1253,1946
54.315999,17.6,80.8,2.40E-05,1517,1947
54.317165,17.5,73.8,2.40E-05,1562,1948
54.317953,17.5,75.3,8.50E-06,369,1949
54.318195,17.6,82.2,2.40E-05,1223,1950
54.328347,17.6,77.6,9.05E-06,317.9160003,1951
54.359636,17.5,72.5,1.10E-05,540,1952
54.366853,19.2,69.3,1.41E-05,1019.761586,1953
54.403822,19.1,61.6,1.15E-05,555.6193402,1954
54.411775,19.2,70.2,2.01E-05,1415.331564,1955
54.414639,19.1,63.6,1.99E-05,1490.406518,1956
54.426093,19.4,79.8,1.70E-05,780,1957
54.439716,19.4,77.7,1.30E-05,446,1958
54.536218,17.6,83.2,9.90E-06,348,1959
54.541839,17.5,73.8,1.30E-05,903,1960
54.582808,17.5,74.4,1.50E-05,1001,1961
54.597836,28.9,102.3,1.99E-05,944.6253896,1962
54.599029,17.5,75.3,2.10E-05,1543,1963
54.600448,19.4,79.8,2.06E-05,987.3940948,1964
54.658709,17.6,83,3.16E-05,1937.674245,1965
54.687602,17.6,82.4,1.50E-05,695,1966
54.708485,17.6,78.2,1.28E-05,699.5791571,1967
54.714047,19.1,60.7,1.37E-05,1167.901431,1968
54.714067,17.6,80.8,1.30E-05,533,1969
54.724559,17.6,78.2,2.23E-05,1144.004813,1970
54.744407,17.6,78.5,1.56E-05,1067.456711,1971
54.74928,19.3,72,1.84E-05,1299.758207,1972
54.751019,19.4,80.4,2.00E-05,1247,1973
54.751389,17.6,78.8,1.10E-05,652,1974
54.760417,19.6,114.2,2.47E-05,1192.176447,1975
54.760894,17.5,75.3,2.25E-05,1321.399613,1976
54.837926,17.5,74.7,2.20E-05,1707,1977
54.865331,19.2,68.8,1.24E-05,587.2686945,1978
54.874745,17.5,74.7,1.29E-05,886.9402824,1979
54.889071,19.2,66.2,8.02E-06,445.0798714,1980
54.893434,17.5,74.7,9.60E-06,396,1981
54.897155,17.5,74.7,1.70E-05,943,1982
54.955891,29.1,103.4,3.70E-05,1787.376811,1983
54.968252,19.3,73.4,1.01E-05,319.6762313,1984
55.070871,17.5,74.7,2.60E-05,1979,1985
55.095947,19.4,79.8,2.20E-05,1195,1986
55.116198,17.5,74.7,2.43E-05,1395.450474,1987
55.13143,19.4,80.4,2.00E-05,1126,1988
55.153328,17.5,74.7,2.40E-05,1800,1989
55.186892,17.5,74.7,2.60E-05,1593,1990
55.199889,19.4,79.8,1.10E-05,364,1991
55.23157,17.6,78.5,1.94E-05,858.0634631,1992
55.248585,17.5,75.3,1.40E-05,682,1993
55.30209,19.4,80.7,9.84E-06,392.8007864,1994
55.317416,17.6,83.2,1.60E-05,851,1995
55.387316,17.6,78.8,1.00E-05,552,1996
55.425589,17.6,80.3,2.30E-05,1184.83144,1997
55.431978,17.6,82.4,3.40E-05,1955,1998
55.433638,19.1,59.3,1.11E-05,669.164581,1999
55.602286,17.5,75.3,2.00E-05,1408,2000
55.617349,19.4,80.4,1.80E-05,688,2001
55.630227,17.6,81.9,1.60E-05,1026,2002
55.67139,19.4,80.4,2.10E-05,1056,2003
55.688631,19.2,67.6,2.28E-05,1749.881245,2004
55.727241,19.3,75.1,1.07E-05,611.199223,2005
55.736196,17.5,74.7,2.60E-05,1661.061449,2006
55.752174,17.6,80.8,1.50E-05,836,2007
55.758779,17.5,75,8.70E-06,302,2008
55.766353,17.6,81.6,2.80E-05,1571,2009
55.775724,17.5,73.4,9.50E-06,400,2010
55.798917,17.5,73.4,2.10E-05,1515,2011
55.806865,17.6,80.5,2.84E-05,1828.349236,2012
55.819041,17.6,78.8,2.00E-05,1440,2013
55.868103,19.1,60.5,2.10E-05,1799.985922,2014
55.878488,19.1,60.8,1.15E-05,841.6619061,2015
55.893082,17.5,74.7,1.91E-05,1450.912414,2016
55.893871,17.6,82.2,2.60E-05,1347,2017
55.89849,17.6,82.4,2.50E-05,1295,2018
55.935806,17.5,72.5,8.90E-06,471,2019
55.938815,19.1,59.4,9.95E-06,567.1313057,2020
55.970829,17.6,78.2,1.71E-05,1010.425743,2021
55.993747,17.6,78.2,1.70E-05,858,2022
55.9981,17.5,74.7,1.20E-05,591,2023
56.048286,17.6,80.3,1.40E-05,591,2024
56.049454,17.5,75.3,1.40E-05,966,2025
56.050055,17.6,80.3,2.00E-05,1027,2026
56.079017,17.6,83,1.00E-05,440,2027
56.090682,17.6,80.8,1.50E-05,994,2028
56.114201,17.5,76.4,1.20E-05,764,2029
56.138775,17.5,75.3,9.60E-06,363,2030
56.156581,19.1,62,1.34E-05,793.0829429,2031
56.158435,17.6,78.8,1.50E-05,750,2032
56.175502,17.6,81.9,1.20E-05,463,2033
56.188099,17.6,83.2,3.00E-05,1930,2034
56.225798,17.6,84.4,2.30E-05,1004,2035
56.248102,17.5,74.7,2.00E-05,1131,2036
56.248331,19.6,114.4,2.58E-05,1336.773285,2037
56.292299,17.6,80.8,2.60E-05,1475,2038
56.336196,19.4,80.4,2.10E-05,1254,2039
56.358566,17.5,73.4,2.00E-05,1524,2040
56.362612,17.5,74.7,1.50E-05,998,2041
56.367544,17.5,76.4,9.33E-06,352.2839002,2042
56.373447,17.6,84.4,2.82E-05,1854.353483,2043
56.390091,17.5,73.4,1.40E-05,1017,2044
56.404617,17.5,75.3,2.60E-05,1661,2045
56.410867,17.6,83.2,2.18E-05,1457.85526,2046
56.414782,19.1,63,1.12E-05,470.9077212,2047
56.468797,19.3,71.1,1.51E-05,1055.741667,2048
56.473037,17.6,84.9,2.20E-05,1332,2049
56.480404,27.2,110.3,3.70E-05,1996.423809,2050
56.52988,17.6,83,1.26E-05,694.9905162,2051
56.661351,17.5,74.7,3.00E-05,1985,2052
56.663766,17.5,74.4,1.38E-05,965.1499158,2053
56.669419,17.6,78.2,1.20E-05,497,2054
56.722068,17.5,73.4,1.80E-05,1385,2055
56.722673,28.4,96.2,3.40E-05,1402.487087,2056
56.755702,17.5,72.5,1.48E-05,669.8372098,2057
56.782404,17.5,73.4,2.40E-05,1426,2058
56.785784,17.6,83,1.05E-05,451.9859506,2059
56.814141,17.5,75.3,1.00E-05,411.3822323,2060
56.832416,17.6,80.3,2.10E-05,1452,2061
56.877106,19.2,67.5,1.02E-05,688.684774,2062
56.89065,17.5,74.4,1.60E-05,1158,2063
56.906184,19.1,59.9,9.08E-06,465.2100026,2064
56.914839,17.6,84.9,3.20E-05,1945,2065
56.927931,17.6,82.4,1.80E-05,884,2066
56.939788,17.5,75.3,1.10E-05,721,2067
56.969018,17.5,75,2.60E-05,1853,2068
56.988574,19.3,75.4,2.65E-05,1669.320614,2069
57.028644,17.5,74.4,1.20E-05,591,2070
57.030088,17.5,75.3,2.24E-05,1616.443913,2071
57.069787,17.5,74.7,8.60E-06,398,2072
57.073083,17.6,83,3.30E-05,1957,2073
57.086063,17.6,80.3,2.50E-05,1289,2074
57.108826,19.4,77.7,1.90E-05,1178,2075
57.112415,19.2,67.3,1.35E-05,625.5951107,2076
57.136764,17.5,73.8,1.50E-05,852,2077
57.155966,17.5,73.4,1.16E-05,762.6719972,2078
57.16957,19.4,80.4,2.30E-05,1348,2079
57.217183,19.4,77.7,2.00E-05,907,2080
57.223479,17.6,80.8,1.80E-05,767,2081
57.225226,17.5,76.4,9.00E-06,305,2082
57.230522,17.5,75,1.10E-05,705,2083
57.235873,17.6,83,2.35E-05,1567.125886,2084
57.239732,19.2,65,1.69E-05,1014.097977,2085
57.257918,17.5,74.7,1.20E-05,822,2086
57.263842,17.6,82.4,9.90E-06,354,2087
57.266241,17.6,82.7,2.63E-05,1689.43248,2088
57.27901,19.4,79.8,2.10E-05,1021,2089
57.297202,17.5,74.7,2.10E-05,1209,2090
57.305397,17.5,74.7,2.30E-05,1267,2091
57.315983,17.5,75.3,2.60E-05,1704,2092
57.342116,17.6,77.6,1.51E-05,701.0547874,2093
57.357374,19.4,80.4,2.60E-05,1563,2094
57.362617,19.4,77.7,2.20E-05,1466,2095
57.382026,28.4,96.2,2.02E-05,1010.196465,2096
57.411186,17.5,75.3,1.60E-05,1062,2097
57.445379,17.6,84.4,2.60E-05,1399,2098
57.507995,17.6,84.9,2.90E-05,1610,2099
57.51668,17.6,78.8,1.30E-05,611,2100
57.532894,28.4,96.2,1.94E-05,1118.544263,2101
57.554049,19.2,66.5,1.67E-05,996.6057659,2102
57.563855,19.3,74.1,1.10E-05,704,2103
57.58961,17.5,74.4,2.70E-05,1965,2104
57.614853,19.4,80.1,2.27E-05,1244.79464,2105
57.659511,17.5,72.5,1.20E-05,596,2106
57.670591,19.4,77.7,2.60E-05,1615,2107
57.692851,17.6,85.8,2.05E-05,1301.314529,2108
57.700668,17.5,74.4,1.50E-05,1081,2109
57.716965,17.6,85.2,2.30E-05,1422.076831,2110
57.73139,17.6,78.2,1.80E-05,1249,2111
57.763965,17.5,75.3,2.40E-05,1473,2112
57.781931,17.5,74.7,1.10E-05,463,2113
57.784275,17.6,81.6,2.20E-05,1108,2114
57.832111,17.6,82.2,1.31E-05,723.0898536,2115
57.841816,17.5,74.7,2.40E-05,1856,2116
57.851272,19.2,67.6,1.64E-05,832.492721,2117
57.86055,17.6,82.4,1.00E-05,436,2118
57.86763,17.6,79.7,2.44E-05,1517.294541,2119
57.871795,19.4,78.6,1.63E-05,939.3548523,2120
57.886554,19.2,66.4,9.32E-06,387.6158035,2121
57.893243,17.5,74.7,1.40E-05,1003,2122
57.930858,17.6,84.4,2.30E-05,1067,2123
57.940739,17.6,82.2,2.70E-05,1683,2124
57.965317,17.6,80.8,2.45E-05,1173.488332,2125
57.981778,17.5,75.3,1.90E-05,1417,2126
57.992695,17.5,74.7,1.10E-05,518,2127
57.995239,17.6,81.6,1.00E-05,360,2128
58.010658,17.6,85.5,1.58E-05,673.7065718,2129
58.041326,17.6,78.2,1.20E-05,560,2130
58.05987,17.5,74.4,2.40E-05,1903,2131
58.105707,17.5,75.3,9.20E-06,509,2132
58.141766,19.3,70.7,1.17E-05,529.2182967,2133
58.166503,19.1,60.2,1.38E-05,866.3018482,2134
58.167976,17.5,74.7,2.20E-05,1674,2135
58.173083,19.2,69.1,2.06E-05,1252.333118,2136
58.20989,19.2,70,2.16E-05,1410.170716,2137
58.217085,17.6,81.9,1.10E-05,376,2138
58.217747,17.6,78.2,1.00E-05,355,2139
58.242055,17.5,73.8,2.30E-05,1338,2140
58.248303,17.5,74.4,2.40E-05,1567,2141
58.260138,17.6,80.3,1.50E-05,950,2142
58.271234,17.5,75.8,2.56E-05,1652.593354,2143
58.279846,17.6,78.8,1.00E-05,418,2144
58.292921,17.6,84.9,2.00E-05,880,2145
58.329571,19.3,73.1,8.46E-06,363.7449698,2146
58.342949,17.6,78.2,2.60E-05,1432.320904,2147
58.364174,17.6,79.1,1.31E-05,724.866613,2148
58.369773,17.6,84.9,1.06E-05,373.923435,2149
58.398476,17.5,74.4,2.40E-05,1745,2150
58.403907,17.6,80.8,2.10E-05,1066,2151
58.404451,19.3,72.6,2.20E-05,1246.357945,2152
58.41691,19.4,80.1,1.07E-05,301.7793136,2153
58.421512,17.6,80.8,2.90E-05,1777,2154
58.476864,17.5,74.4,1.24E-05,830.9505001,2155
58.477447,17.5,75.3,1.92E-05,1051.484151,2156
58.477983,17.5,74.7,8.65E-06,323.3224919,2157
58.502118,17.6,81.9,9.70E-06,325,2158
58.556927,17.6,80.8,9.60E-06,412,2159
58.560927,17.5,73.8,2.60E-05,1825,2160
58.56497,19.1,62.5,1.27E-05,565.1273637,2161
58.596671,19.3,74.1,1.30E-05,699,2162
58.59715,17.5,74.4,8.90E-06,338,2163
58.603982,19.1,61.3,1.51E-05,990.5773237,2164
58.61698,19.3,72.6,1.78E-05,914.6348944,2165
58.620629,17.6,80.3,2.40E-05,1238,2166
58.655794,17.6,80.3,2.50E-05,1736,2167
58.68852,19.4,80.4,9.30E-06,358,2168
58.699618,19.2,65.1,1.15E-05,825.5170917,2169
58.758126,19.3,71.3,1.67E-05,965.2175296,2170
58.758383,19.4,80.4,1.49E-05,556.4162476,2171
58.763713,17.6,79.1,2.36E-05,1619.832535,2172
58.783304,31.2,99.1,3.75E-05,1878.80209,2173
58.786862,17.5,74.7,2.70E-05,1980,2174
58.798123,19.3,72.6,2.02E-05,1179.705098,2175
58.800144,17.5,72.5,2.20E-05,1314,2176
58.889577,17.5,74.7,1.94E-05,1183.530016,2177
58.893498,17.5,73.8,1.40E-05,664,2178
58.895837,17.6,77.9,2.71E-05,1727.2663,2179
58.896268,19.1,61.1,7.08E-06,312.3807728,2180
58.902066,17.6,80.8,1.83E-05,1230.768899,2181
58.971059,17.6,78.2,1.60E-05,791,2182
58.98389,17.5,73.4,8.49E-06,308.1787968,2183
59.003434,17.6,81.6,3.20E-05,1847,2184
59.013895,17.6,84.9,2.70E-05,1649,2185
59.036349,17.5,74.7,2.00E-05,1548,2186
59.060017,17.5,75.3,1.60E-05,1173,2187
59.063758,17.6,82.4,3.26E-05,1965.454142,2188
59.06394,17.5,73.1,2.35E-05,1466.408051,2189
59.064041,17.5,74.4,8.55E-06,307.3252581,2190
59.074887,17.6,80.3,2.90E-05,1583,2191
59.081255,17.6,82.4,1.40E-05,628,2192
59.095835,19.4,79.8,1.00E-05,491,2193
59.207419,19.4,80.4,2.56E-05,1497.190206,2194
59.20837,17.6,80.3,9.70E-06,441,2195
59.226477,17.6,78.2,1.10E-05,423,2196
59.236708,25.1,113.4,2.99E-05,1599.965918,2197
59.257154,28.9,102.3,2.95E-05,1646.009944,2198
59.269302,17.6,84.9,1.40E-05,808,2199
59.283374,18.6,114.3,3.88E-05,1963.201352,2200
59.32635,19.4,77.7,1.80E-05,1124,2201
59.339724,17.5,75,2.56E-05,1560.974727,2202
59.374026,17.6,83,1.40E-05,822,2203
59.375278,17.6,83,2.60E-05,1348,2204
59.38827,17.6,80.3,1.40E-05,628,2205
59.402454,17.5,73.8,2.30E-05,1380,2206
59.41153,17.5,76.4,2.60E-05,1592,2207
